typ_cit	typ_freq_abs
Eierkuchen	1
Eierlegen	2
Eierlikör	2
Eiern	16
Eierpfannkuchen	2
Eierrennen	1
Eiersalat	1
Eiersammler	1
Eiersammlung	1
Eierschale	2
Eierschalen	1
Eierschalen-Hut	1
Eierverstecken	1
Eifel	1
Eifer	7
Eifersucht	2
Eifersüchtig	1
Eiffelturm	3
Eiffelturms	1
Eifrig	5
Eigenartiges	1
Eigenheim	2
Eigennamen	1
Eigennutz	1
Eigenschaft	1
Eigenschaften	2
Eigenständigkeit	1
Eigentlich	137
Eigentore	1
Eigentum	1
Eigentumswohnung	1
Eile	23
Eilig	15
Eiltempo	1
Eimer	74
Eimerchen	1
Eimerkante	1
Eimern	2
Eimers	2
Ein	1289
Ein-Auge	4
Ein-Kuh-Größe	1
Ein-Schritt-Übung	1
Einauge	8
Einäugige	1
Einband	3
Einbildung	7
Einblick	1
Einbrecher	36
Einbrechern	2
Einbrechers	1
Einbruch	6
Einbruchsversuch	1
Einbrüche	2
Eindeutig	1
Eindringling	10
Eindringlinge	4
Eindruck	12
Eine	512
Eineiige	1
Einem	4
Einen	160
Einer	82
Eines	128
Einfach	27
Einfache	2
Einfahrt	3
Einfahrtsignal	2
Einfall	16
Einfamilienhaus	1
Einfälle	4
Einfällen	1
Einflugloch	2
Einfluss	1
Eingang	53
Eingangs	1
Eingangshalle	7
Eingangstor	1
Eingangstür	5
Eingänge	1
Eingängen	3
Eingebettet	1
Eingebildet	1
Eingebung	1
Eingehend	1
Eingesperrt	2
Eingesperrtsein	1
Eingewechselt	1
Eingeweide	1
Einhaltung	1
Einhomritt	1
Einhorn	76
Einhornfamilien	1
Einhorngeschichte	1
Einhorngestalt	1
Einhornmädchen	1
Einhornnasenspitze	1
Einhornritt	3
Einhorns	2
Einhornschule	7
Einhorntränen	1
Einhornzauber	1
Einhorschüler	1
Einhörner	48
Einhörnern	13
Einige	50
Einigkeit	1
Einkauf	2
Einkaufen	1
Einkaufskorb	3
Einkaufsliste	2
Einkaufstasche	5
Einkaufstaschen	5
Einkaufstüte	1
Einkaufswagen	2
